# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4597370	4597422	.	none	none	none	Houserova et al.	sRNA4597370	none	sRNA4597370	52	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4614185	4614239	.	none	none	none	Houserova et al.	sRNA4614185	none	sRNA4614185	54	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4626825	4626913	.	none	none	none	Houserova et al.	sRNA4626825	none	sRNA4626825	88	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4634066	4634116	.	none	none	none	Houserova et al.	sRNA4634066	none	sRNA4634066	50	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4641836	4641927	.	none	none	none	Houserova et al.	sRNA4641836	none	sRNA4641836	91	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4642515	4642591	.	none	none	none	Houserova et al.	sRNA4642515	none	sRNA4642515	76	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4655124	4655190	.	none	none	none	Houserova et al.	sRNA4655124	none	sRNA4655124	66	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4672451	4672524	.	none	none	none	Houserova et al.	sRNA4672451	none	sRNA4672451	73	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4697295	4697346	.	none	none	none	Houserova et al.	sRNA4697295	none	sRNA4697295	51	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4703739	4703824	.	none	none	none	Houserova et al.	sRNA4703739	none	sRNA4703739	85	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4713076	4713136	.	none	none	none	Houserova et al.	sRNA4713076	none	sRNA4713076	60	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4723568	4723634	.	none	none	none	Houserova et al.	sRNA4723568	none	sRNA4723568	66	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4732259	4732335	.	none	none	none	Houserova et al.	sRNA4732259	none	sRNA4732259	76	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4740982	4741024	.	none	none	none	Houserova et al.	sRNA4740982	none	sRNA4740982	42	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4742776	4742856	.	none	none	none	Houserova et al.	sRNA4742776	none	sRNA4742776	80	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4745126	4745213	.	none	none	none	Houserova et al.	sRNA4745126	none	sRNA4745126	87	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4756044	4756118	.	none	none	none	Houserova et al.	sRNA4756044	none	sRNA4756044	74	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4772464	4772505	.	none	none	none	Houserova et al.	sRNA4772464	none	sRNA4772464	41	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4776489	4776589	.	none	none	none	Houserova et al.	sRNA4776489	none	sRNA4776489	100	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4783501	4783584	.	none	none	none	Houserova et al.	sRNA4783501	none	sRNA4783501	83	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4784864	4784952	.	none	none	none	Houserova et al.	sRNA4784864	none	sRNA4784864	88	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4794013	4794100	.	none	none	none	Houserova et al.	sRNA4794013	none	sRNA4794013	87	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4810641	4810719	.	none	none	none	Houserova et al.	sRNA4810641	none	sRNA4810641	78	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4837089	4837171	.	none	none	none	Houserova et al.	sRNA4837089	none	sRNA4837089	82	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4857626	4857689	.	none	none	none	Houserova et al.	sRNA4857626	none	sRNA4857626	63	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	4864124	4864154	.	none	none	none	Houserova et al.	sRNA4864124	none	sRNA4864124	30	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	13520	13594	.	none	none	none	Kroger et al.	tpke11	none	tpke11	74	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	14720	14783	.	none	none	none	Kroger et al.	STnc890	none	STnc890	63	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	16445	16493	.	none	none	none	Kroger et al.	STnc3200	none	STnc3200	48	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	17025	17111	.	none	none	none	Kroger et al.	STnc3210	none	STnc3210	86	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	41629	41708	.	none	none	none	Kroger et al.	STnc1010	none	STnc1010	79	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	61807	62034	.	none	none	none	Kroger et al.	STnc3220	none	STnc3220	227	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	66916	67048	.	none	none	none	Kroger et al.	STnc3090	none	STnc3090	132	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	74847	74924	.	none	none	none	Kroger et al.	DapZ	none	DapZ	77	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	101322	101483	.	none	none	none	Kroger et al.	STnc3240	none	STnc3240	161	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	109243	109322	.	none	none	none	Kroger et al.	STnc4180	none	STnc4180	79	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	109322	126802	.	none	none	none	Kroger et al.	SroA	none	SroA	17480	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	176086	176242	.	none	none	none	Kroger et al.	tp2	none	tp2	156	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	209868	209971	.	none	none	none	Kroger et al.	STnc4190	none	STnc4190	103	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	223451	223676	.	none	none	none	Kroger et al.	STnc3250	none	STnc3250	225	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	237091	237187	.	none	none	none	Kroger et al.	STnc1510	none	STnc1510	96	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	245838	245954	.	none	none	none	Kroger et al.	STnc3100	none	STnc3100	116	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	249153	249274	.	none	none	none	Kroger et al.	STnc3110	none	STnc3110	121	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	254126	254264	.	none	none	none	Kroger et al.	t44	none	t44	138	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	257725	257790	.	none	none	none	Kroger et al.	sRNA1	none	sRNA1	65	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	259116	259164	.	none	none	none	Kroger et al.	STnc920	none	STnc920	48	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	338816	339238	.	none	none	none	Kroger et al.	IsrA	none	IsrA	422	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	350892	351095	.	none	none	none	Kroger et al.	STnc1030	none	STnc1030	203	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	376115	376194	.	none	none	none	Kroger et al.	STnc3270	none	STnc3270	79	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	386381	386476	.	none	none	none	Kroger et al.	STnc1700	none	STnc1700	95	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	418391	418463	.	none	none	none	Kroger et al.	STnc3280	none	STnc3280	72	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	436953	437082	.	none	none	none	Kroger et al.	STnc4150	none	STnc4150	129	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	504870	504976	.	none	none	none	Kroger et al.	SraA	none	SraA	106	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	545302	545385	.	none	none	none	Kroger et al.	STnc3130	none	STnc3130	83	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	555450	555566	.	none	none	none	Kroger et al.	ChiX	none	ChiX	116	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	569023	569074	.	none	none	none	Kroger et al.	STnc950	none	STnc950	51	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	587347	587412	.	none	none	none	Kroger et al.	STnc480	none	STnc480	65	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	617317	617426	.	none	none	none	Kroger et al.	STnc1870	none	STnc1870	109	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	668611	668719	.	none	none	none	Kroger et al.	STnc3180	none	STnc3180	108	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	669642	669793	.	none	none	none	Kroger et al.	STnc070	none	STnc070	151	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	689844	689990	.	none	none	none	Kroger et al.	STnc3550	none	STnc3550	146	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	738320	738476	.	none	none	none	Kroger et al.	STnc3290	none	STnc3290	156	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	748530	748639	.	none	none	none	Kroger et al.	STnc3300	none	STnc3300	109	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	756377	756436	.	none	none	none	Kroger et al.	sRNA9	none	sRNA9	59	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	807346	807429	.	none	none	none	Kroger et al.	RybD	none	RybD	83	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	863329	863391	.	none	none	none	Kroger et al.	STnc3340	none	STnc3340	62	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	889558	889714	.	none	none	none	Kroger et al.	STnc980	none	STnc980	156	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	924769	924838	.	none	none	none	Kroger et al.	STnc1200	none	STnc1200	69	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	932197	932336	.	none	none	none	Kroger et al.	STnc1710	none	STnc1710	139	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	981622	981711	.	none	none	none	Kroger et al.	STnc490	none	STnc490	89	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1009199	1009379	.	none	none	none	Kroger et al.	STnc3310	none	STnc3310	180	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1024493	1024591	.	none	none	none	Kroger et al.	STnc3330	none	STnc3330	98	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1047936	1048028	.	none	none	none	Kroger et al.	STnc3350	none	STnc3350	92	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1055773	1055892	.	none	none	none	Kroger et al.	STnc4200	none	STnc4200	119	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1060740	1060833	.	none	none	none	Kroger et al.	IsrB-2	none	IsrB-2	93	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1062745	1062806	.	none	none	none	Kroger et al.	STnc1080	none	STnc1080	61	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1113731	1113815	.	none	none	none	Kroger et al.	STnc3390	none	STnc3390	84	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1153745	1153841	.	none	none	none	Kroger et al.	STnc1880	none	STnc1880	96	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1154915	1154976	.	none	none	none	Kroger et al.	STnc3400	none	STnc3400	61	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1172561	1172641	.	none	none	none	Kroger et al.	STnc500	none	STnc500	80	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1198646	1198752	.	none	none	none	Kroger et al.	STnc3040	none	STnc3040	106	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1224244	1224316	.	none	none	none	Kroger et al.	STnc840	none	STnc840	72	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1252560	1252626	.	none	none	none	Kroger et al.	STnc1090	none	STnc1090	66	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1252598	1252673	.	none	none	none	Kroger et al.	STnc850	none	STnc850	75	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1254996	1255077	.	none	none	none	Kroger et al.	STnc3410	none	STnc3410	81	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1282521	1282677	.	none	none	none	Kroger et al.	STnc150	none	STnc150	156	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1285998	1286285	.	none	none	none	Kroger et al.	IsrC	none	IsrC	287	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1289667	1289799	.	none	none	none	Kroger et al.	STnc3420	none	STnc3420	132	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1290590	1290674	.	none	none	none	Kroger et al.	STnc520	none	STnc520	84	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1292835	1292935	.	none	none	none	Kroger et al.	STnc1760	none	STnc1760	100	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1292956	1293014	.	none	none	none	Kroger et al.	STnc1210	none	STnc1210	58	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1294841	1294974	.	none	none	none	Kroger et al.	STnc1990	none	STnc1990	133	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1294946	1295057	.	none	none	none	Kroger et al.	STnc3430	none	STnc3430	111	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1302591	1302641	.	none	none	none	Kroger et al.	IsrD	none	IsrD	50	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1303294	1303380	.	none	none	none	Kroger et al.	STnc3440	none	STnc3440	86	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1309727	1309794	.	none	none	none	Kroger et al.	RyhB‑1	none	RyhB‑1	67	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1309727	1309937	.	none	none	none	Kroger et al.	RyhB-2	none	RyhB-2	210	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1316874	1317268	.	none	none	none	Kroger et al.	STnc1480	none	STnc1480	394	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1345883	1345970	.	none	none	none	Kroger et al.	STnc1640	none	STnc1640	87	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1353832	1353959	.	none	none	none	Kroger et al.	STnc2010	none	STnc2010	127	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1359017	1359183	.	none	none	none	Kroger et al.	STnc3570	none	STnc3570	166	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1363846	1363967	.	none	none	none	Kroger et al.	STnc3460	none	STnc3460	121	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1363925	1363997	.	none	none	none	Kroger et al.	STnc4210	none	STnc4210	72	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1401682	1401790	.	none	none	none	Kroger et al.	RprA	none	RprA	108	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1407278	1407371	.	none	none	none	Kroger et al.	RydB	none	RydB	93	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1464776	1464870	.	none	none	none	Kroger et al.	STnc4220	none	STnc4220	94	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1495398	1495512	.	none	none	none	Kroger et al.	STnc3500	none	STnc3500	114	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1506482	1506596	.	none	none	none	Kroger et al.	STnc3510	none	STnc3510	114	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1519287	1519547	.	none	none	none	Kroger et al.	STnc3480	none	STnc3480	260	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1550746	1550844	.	none	none	none	Kroger et al.	MgrR	none	MgrR	98	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1553669	1553737	.	none	none	none	Kroger et al.	STnc2170	none	STnc2170	68	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1564332	1564503	.	none	none	none	Kroger et al.	STnc3530	none	STnc3530	171	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1586724	1587013	.	none	none	none	Kroger et al.	IsrF	none	IsrF	289	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1605727	1605912	.	none	none	none	Kroger et al.	STnc3540	none	STnc3540	185	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1662190	1662282	.	none	none	none	Kroger et al.	RyjB	none	RyjB	92	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1686526	1686591	.	none	none	none	Kroger et al.	RydC	none	RydC	65	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1702531	1702639	.	none	none	none	Kroger et al.	MicC	none	MicC	108	0.0	none
sRNA	from_antibiotics_paper	GCA_000210855.2	Primary Assembly	chromosome	none	FQ312003.1	1706784	1706905	.	none	none	none	Kroger et al.	FrnS	none	FrnS	121	0.0	none
